,도시락,양제,직장,점심,루틴,마켓,컬리,뷰티
도시락,1.0,1.0,0.050171665943852195,0.050171665943852195,1.0,0.050171665943852195,0.050171665943852195,1.0
양제,1.0,1.0,0.050171665943852195,0.050171665943852195,1.0,0.050171665943852195,0.050171665943852195,1.0
직장,0.050171665943852195,0.050171665943852195,-0.8996566681122957,1.0,0.050171665943852195,-0.8996566681122957,-0.8996566681122957,0.050171665943852195
점심,0.050171665943852195,0.050171665943852195,1.0,-0.8996566681122957,0.050171665943852195,-0.8996566681122957,-0.8996566681122957,0.050171665943852195
루틴,1.0,1.0,0.050171665943852195,0.050171665943852195,1.0,0.050171665943852195,0.050171665943852195,1.0
마켓,0.050171665943852195,0.050171665943852195,-0.8996566681122957,-0.8996566681122957,0.050171665943852195,-0.8996566681122957,1.0,0.050171665943852195
컬리,0.050171665943852195,0.050171665943852195,-0.8996566681122957,-0.8996566681122957,0.050171665943852195,1.0,-0.8996566681122957,0.050171665943852195
뷰티,1.0,1.0,0.050171665943852195,0.050171665943852195,1.0,0.050171665943852195,0.050171665943852195,1.0
