,도시락,양제,직장,점심,루틴,마켓,컬리,뷰티
도시락,27.631021115928547,27.631021115928547,1.386294361115893,1.386294361115893,27.631021115928547,1.386294361115893,1.386294361115893,27.631021115928547
양제,27.631021115928547,27.631021115928547,1.386294361115893,1.386294361115893,27.631021115928547,1.386294361115893,1.386294361115893,27.631021115928547
직장,1.386294361115893,1.386294361115893,0.0,1.386294361115893,1.386294361115893,0.0,0.0,1.386294361115893
점심,1.386294361115893,1.386294361115893,1.386294361115893,0.0,1.386294361115893,0.0,0.0,1.386294361115893
루틴,27.631021115928547,27.631021115928547,1.386294361115893,1.386294361115893,27.631021115928547,1.386294361115893,1.386294361115893,27.631021115928547
마켓,1.386294361115893,1.386294361115893,0.0,0.0,1.386294361115893,0.0,1.386294361115893,1.386294361115893
컬리,1.386294361115893,1.386294361115893,0.0,0.0,1.386294361115893,1.386294361115893,0.0,1.386294361115893
뷰티,27.631021115928547,27.631021115928547,1.386294361115893,1.386294361115893,27.631021115928547,1.386294361115893,1.386294361115893,27.631021115928547
