term,weighted_tf
회사,27.757015784166033
달다,13.878507892083016
요새,13.878507892083016
시간,13.878507892083016
뒷맛,13.878507892083016
친구,6.939253946041508
틈틈이,6.939253946041508
피로,6.939253946041508
관여,6.939253946041508
에너지,6.939253946041508
성의,6.939253946041508
핵심,6.939253946041508
요소,6.939253946041508
오후,6.939253946041508
심심하다,6.939253946041508
사탕,6.939253946041508
노란색,6.939253946041508
모양,6.939253946041508
별거,6.939253946041508
무언가,6.939253946041508
사실,6.939253946041508
전환,6.939253946041508
상큼,6.939253946041508
과일,6.939253946041508
부드럽다,6.939253946041508
씹다,6.939253946041508
지다,6.939253946041508
엔젯,6.939253946041508
오리진,6.939253946041508
치아,6.939253946041508
