term,weighted_tf
구미,107.73132532714583
조카,49.72215015099038
모양,41.435125125825316
아연,33.14810010066025
시럽,33.14810010066025
설탕,33.14810010066025
부드럽다,24.861075075495187
취향,24.861075075495187
부드럽,24.861075075495187
콤달콤,16.574050050330126
입맛,16.574050050330126
다르다,16.574050050330126
마르고,16.574050050330126
입안,16.574050050330126
호가,16.574050050330126
리필,16.574050050330126
예상,16.574050050330126
하트,16.574050050330126
걱정,16.574050050330126
당류,16.574050050330126
뚜껑,16.574050050330126
믿음,16.574050050330126
단정,16.574050050330126
평소,16.574050050330126
햇볕,16.574050050330126
노출,16.574050050330126
밀크,16.574050050330126
칼슘,16.574050050330126
히알루론산,16.574050050330126
구비,16.574050050330126
