term,log_odds,z,k_a,k_b
마그네슘,0.40563330629666017,3.679684121335087,165.196498234499,163.95335071761625
사라지,1.331414774314303,1.9339281630533238,7.731053144007127,2.8903717578961645
사라지다,1.331414774314303,1.9339281630533238,7.731053144007127,2.8903717578961645
예민하다,0.8886558115840897,1.4601530027888707,7.323830566202317,4.2626798770413155
역시,0.8886558115840897,1.4601530027888707,7.323830566202317,4.2626798770413155
독일,0.5401903385661866,1.4296483679858705,15.462106288014255,12.788039631123947
일주일,0.39356275171208743,1.0824071283935024,15.462106288014255,14.788986214438076
예정,0.39356275171208743,1.0824071283935024,15.462106288014255,14.788986214438076
예전,0.3569599256254419,0.9643038052989437,14.647661132404634,14.523854185405503
이완,0.3569599256254419,0.9643038052989437,14.647661132404634,14.523854185405503
신경,8.355474931756548,0.8354049706488735,29.29532226480927,0.0
최근,8.355474931756548,0.8354049706488735,29.29532226480927,0.0
유지,7.703306646287888,0.770081843479726,15.462106288014255,0.0
오른쪽,7.703306646287888,0.770081843479726,15.462106288014255,0.0
대비,7.703306646287888,0.770081843479726,15.462106288014255,0.0
잠도,7.703306646287888,0.770081843479726,15.462106288014255,0.0
개인,7.703306646287888,0.770081843479726,15.462106288014255,0.0
이틀,7.703306646287888,0.770081843479726,15.462106288014255,0.0
눈꺼풀,7.703306646287888,0.770081843479726,15.462106288014255,0.0
자지,7.703306646287888,0.770081843479726,15.462106288014255,0.0
불면증,7.703306646287888,0.770081843479726,15.462106288014255,0.0
현재,7.703306646287888,0.770081843479726,15.462106288014255,0.0
커서,7.703306646287888,0.770081843479726,15.462106288014255,0.0
나중,7.703306646287888,0.770081843479726,15.462106288014255,0.0
반복,7.703306646287888,0.770081843479726,15.462106288014255,0.0
성능,7.703306646287888,0.770081843479726,15.462106288014255,0.0
요새,7.703306646287888,0.770081843479726,15.462106288014255,0.0
이후,7.703306646287888,0.770081843479726,15.462106288014255,0.0
근육통,7.703306646287888,0.770081843479726,15.462106288014255,0.0
편차,7.703306646287888,0.770081843479726,15.462106288014255,0.0
