term,log_odds,z,k_a,k_b
신랑,10.645360424325467,1.064206781780194,16.14805243224812,0.0
일등,10.645360424325467,1.064206781780194,16.14805243224812,0.0
사서,10.645360424325467,1.064206781780194,16.14805243224812,0.0
약국,10.645360424325467,1.064206781780194,16.14805243224812,0.0
작아지,9.874846784399912,0.9868744815832065,8.07402621612406,0.0
작아지다,9.874846784399912,0.9868744815832065,8.07402621612406,0.0
민중,9.874846784399912,0.9868744815832065,8.07402621612406,0.0
비타민 c,9.874846784399912,0.9868744815832065,8.07402621612406,0.0
다르다,9.874846784399912,0.9868744815832065,8.07402621612406,0.0
다르,9.874846784399912,0.9868744815832065,8.07402621612406,0.0
힘나다,-2.087181009599524,-0.20814129452734267,0.0,1.791759469228055
오히려,-2.087181009599524,-0.20814129452734267,0.0,1.791759469228055
맑다,-2.087181009599524,-0.20814129452734267,0.0,1.791759469228055
오르,-2.770361328694433,-0.27664843618624185,0.0,3.5553480614894135
바꾸,-2.770361328694433,-0.27664843618624185,0.0,3.5553480614894135
여전하다,-2.770361328694433,-0.27664843618624185,0.0,3.5553480614894135
꼼꼼하다,-2.770361328694433,-0.27664843618624185,0.0,3.5553480614894135
비타민 d,-2.770361328694433,-0.27664843618624185,0.0,3.5553480614894135
돌아가,-2.770361328694433,-0.27664843618624185,0.0,3.5553480614894135
바꾸다,-2.770361328694433,-0.27664843618624185,0.0,3.5553480614894135
올라서다,-2.770361328694433,-0.27664843618624185,0.0,3.5553480614894135
돌아가다,-2.770361328694433,-0.27664843618624185,0.0,3.5553480614894135
가가,-2.770361328694433,-0.27664843618624185,0.0,3.5553480614894135
정신,-2.778242477439295,-0.27743848973141816,0.0,3.58351893845611
회사,-2.778242477439295,-0.27743848973141816,0.0,3.58351893845611
애기,-2.778242477439295,-0.27743848973141816,0.0,3.58351893845611
성은,-2.9516146703867623,-0.2948166666140754,0.0,4.2626798770413155
전통,-2.9516146703867623,-0.2948166666140754,0.0,4.2626798770413155
비타민D,-2.9516146703867623,-0.2948166666140754,0.0,4.2626798770413155
새벽,-2.9516146703867623,-0.2948166666140754,0.0,4.2626798770413155
