term,log_odds,z,k_a,k_b
함량,2.1044266066320425,6.632656374260005,24.76126162341259,16.574050050330126
참고,2.7429484531000434,5.866042610945338,17.58783084726335,6.169610732491456
지키다,2.589717366862933,5.3979331964788235,14.984230829484822,6.1070228877422545
지키,2.589717366862933,5.3979331964788235,14.984230829484822,6.1070228877422545
일주일,1.8676274333875775,5.295227519204093,17.58783084726335,14.788986214438076
예상,1.7533263630050526,5.123180461315254,17.58783084726335,16.574050050330126
일단,2.615296436559915,4.128470828273115,8.793915423631676,3.4657359027997265
나이,1.594838322361852,4.061020287122882,12.380630811706295,13.591411550347027
이렇,1.7440782925221594,3.604583665228557,8.793915423631676,8.287025025165063
야하다,1.7440782925221594,3.604583665228557,8.793915423631676,8.287025025165063
알다,1.5931842246746495,3.418010153333469,8.793915423631676,9.635346635291183
안되다,1.3942254534277527,3.1285529969131134,8.793915423631676,11.75276092796479
모양,0.8315526548814396,2.9226176678157376,17.58783084726335,41.435125125825316
기한,1.2391764647870884,2.8700090531944458,8.793915423631676,13.719229807308404
제도,1.5793261328410209,2.8510725772418812,6.1903154058531475,6.859614903654202
비타민 c,0.8528880660635174,2.505911959164114,12.380630811706295,28.45388865132498
발견,9.170815605781359,0.9168211049277907,17.58783084726335,0.0
샛별,9.170815605781359,0.9168211049277907,17.58783084726335,0.0
수고,9.170815605781359,0.9168211049277907,17.58783084726335,0.0
주시,9.170815605781359,0.9168211049277907,17.58783084726335,0.0
검색,9.170815605781359,0.9168211049277907,17.58783084726335,0.0
정해진,9.170815605781359,0.9168211049277907,17.58783084726335,0.0
용법,9.170815605781359,0.9168211049277907,17.58783084726335,0.0
이틀,9.170815605781359,0.9168211049277907,17.58783084726335,0.0
전달,9.170815605781359,0.9168211049277907,17.58783084726335,0.0
국내,9.170815605781359,0.9168211049277907,17.58783084726335,0.0
제이니,9.170815605781359,0.9168211049277907,17.58783084726335,0.0
초과,9.170815605781359,0.9168211049277907,17.58783084726335,0.0
부분,8.813360821539117,0.8809806511089496,12.380630811706295,0.0
속도,8.813360821539117,0.8809806511089496,12.380630811706295,0.0
