term,log_odds,z,k_a,k_b
참고,2.052576605788737,4.389620161537586,17.58783084726335,6.169610732491456
일단,1.9255353109664322,3.0396234434484524,8.793915423631676,3.4657359027997265
안되다,1.9255353109664322,3.0396234434484524,8.793915423631676,3.4657359027997265
나이,0.902718168657537,2.2986385171906507,12.380630811706295,13.591411550347027
알다,0.9019828739492102,1.93510993489839,8.793915423631676,9.635346635291183
제도,0.8887677670861711,1.6044446777548227,6.1903154058531475,6.859614903654202
기한,0.54701834227731,1.2669281891736393,8.793915423631676,13.719229807308404
함량,8.832997134535699,0.8831214761921864,24.76126162341259,0.0
예상,8.481880490364281,0.8479471594804463,17.58783084726335,0.0
모양,8.481880490364281,0.8479471594804463,17.58783084726335,0.0
전달,8.481880490364281,0.8479471594804463,17.58783084726335,0.0
일주일,8.481880490364281,0.8479471594804463,17.58783084726335,0.0
용법,8.481880490364281,0.8479471594804463,17.58783084726335,0.0
이틀,8.481880490364281,0.8479471594804463,17.58783084726335,0.0
국내,8.481880490364281,0.8479471594804463,17.58783084726335,0.0
제이니,8.481880490364281,0.8479471594804463,17.58783084726335,0.0
정해진,8.481880490364281,0.8479471594804463,17.58783084726335,0.0
샛별,8.481880490364281,0.8479471594804463,17.58783084726335,0.0
주시,8.481880490364281,0.8479471594804463,17.58783084726335,0.0
수고,8.481880490364281,0.8479471594804463,17.58783084726335,0.0
발견,8.481880490364281,0.8479471594804463,17.58783084726335,0.0
초과,8.481880490364281,0.8479471594804463,17.58783084726335,0.0
검색,8.481880490364281,0.8479471594804463,17.58783084726335,0.0
지키,8.31844913061996,0.8315676634080653,14.984230829484822,0.0
지키다,8.31844913061996,0.8315676634080653,14.984230829484822,0.0
부분,8.124413987874192,0.812113752046081,12.380630811706295,0.0
이구,8.124413987874192,0.812113752046081,12.380630811706295,0.0
공복,8.124413987874192,0.812113752046081,12.380630811706295,0.0
중복,8.124413987874192,0.812113752046081,12.380630811706295,0.0
상자,8.124413987874192,0.812113752046081,12.380630811706295,0.0
