term,log_odds,z,k_a,k_b
아들,4.086303560837155,6.711268601756944,14.646341435886939,3.295836866004329
백도,3.287402796863014,5.048139185636746,7.323170717943469,3.4657359027997265
다양하다,2.6283343974330338,4.919083134713707,7.323170717943469,6.695798917058491
키즈,9.889100179551528,0.9885728245767917,14.646341435886939,0.0
돌아오다,9.140415931330509,0.9134190058148705,7.323170717943469,0.0
맛없다,9.140415931330509,0.9134190058148705,7.323170717943469,0.0
사요,9.140415931330509,0.9134190058148705,7.323170717943469,0.0
스스로,9.140415931330509,0.9134190058148705,7.323170717943469,0.0
이건,9.140415931330509,0.9134190058148705,7.323170717943469,0.0
가물,9.140415931330509,0.9134190058148705,7.323170717943469,0.0
첨가,9.140415931330509,0.9134190058148705,7.323170717943469,0.0
오랜만,9.140415931330509,0.9134190058148705,7.323170717943469,0.0
귀찮,9.140415931330509,0.9134190058148705,7.323170717943469,0.0
귀찮다,9.140415931330509,0.9134190058148705,7.323170717943469,0.0
적다,9.140415931330509,0.9134190058148705,7.323170717943469,0.0
맛없,9.140415931330509,0.9134190058148705,7.323170717943469,0.0
돌아오,9.140415931330509,0.9134190058148705,7.323170717943469,0.0
무난,-3.3131849270633715,-0.3308185153498671,0.0,3.295836866004329
놀라,-3.3131849270633715,-0.3308185153498671,0.0,3.295836866004329
정신력,-3.3131849270633715,-0.3308185153498671,0.0,3.295836866004329
달리기,-3.3131849270633715,-0.3308185153498671,0.0,3.295836866004329
장거리 달리기,-3.3131849270633715,-0.3308185153498671,0.0,3.295836866004329
장거리,-3.3131849270633715,-0.3308185153498671,0.0,3.295836866004329
놀랏어,-3.3131849270633715,-0.3308185153498671,0.0,3.295836866004329
정신,-3.3131849270633715,-0.3308185153498671,0.0,3.295836866004329
급격하다,-3.3131849270633715,-0.3308185153498671,0.0,3.295836866004329
운동가,-3.3131849270633715,-0.3308185153498671,0.0,3.295836866004329
대요,-3.3131849270633715,-0.3308185153498671,0.0,3.295836866004329
용이,-3.3131849270633715,-0.3308185153498671,0.0,3.295836866004329
그렇,-3.3131849270633715,-0.3308185153498671,0.0,3.295836866004329
