term,log_odds,z,k_a,k_b
검색,3.8892775911801363,8.772156240563438,23.060764411139377,6.516193076042964
마그네슘,3.1637248927907846,6.459528956374626,11.530382205569689,6.516193076042964
이상,2.442733893179528,6.082737591379666,11.530382205569689,13.391597834116983
대비,1.9360466004024017,5.3350244670334,11.530382205569689,22.19269770421469
깨다,2.8066866103496215,4.489785828285316,5.765191102784844,4.584967478670572
바라다,2.596942110810228,4.391854618549856,5.765191102784844,5.655991810819852
바라,2.596942110810228,4.391854618549856,5.765191102784844,5.655991810819852
착하다,2.4282336704401732,4.277346193159314,5.765191102784844,6.695798917058491
착하,2.4282336704401732,4.277346193159314,5.765191102784844,6.695798917058491
모두,2.1136679412832313,3.9796483921584027,5.765191102784844,9.169934957341145
바꾸다,2.036557308208703,3.8905079935030598,5.765191102784844,9.904287232706693
바꾸,2.036557308208703,3.8905079935030598,5.765191102784844,9.904287232706693
제로,1.5077670614198055,3.125742989657866,5.765191102784844,16.78906593186685
계획,10.37163521080077,1.036938815375442,23.060764411139377,0.0
아침,0.3127515595131407,1.0109607054285612,11.530382205569689,110.46490621772804
데일리,9.646082512411418,0.9641905953111243,11.530382205569689,0.0
추가,9.646082512411418,0.9641905953111243,11.530382205569689,0.0
숙면,9.646082512411418,0.9641905953111243,11.530382205569689,0.0
프리미엄,9.646082512411418,0.9641905953111243,11.530382205569689,0.0
일리,9.646082512411418,0.9641905953111243,11.530382205569689,0.0
보조,9.646082512411418,0.9641905953111243,11.530382205569689,0.0
유럽,9.646082512411418,0.9641905953111243,11.530382205569689,0.0
세포,9.646082512411418,0.9641905953111243,11.530382205569689,0.0
오메가,9.646082512411418,0.9641905953111243,11.530382205569689,0.0
청소년기,9.646082512411418,0.9641905953111243,11.530382205569689,0.0
등등,8.93777778137128,0.893004973633676,5.765191102784844,0.0
부디,8.93777778137128,0.893004973633676,5.765191102784844,0.0
깨우,8.93777778137128,0.893004973633676,5.765191102784844,0.0
루테인,8.93777778137128,0.893004973633676,5.765191102784844,0.0
테이,8.93777778137128,0.893004973633676,5.765191102784844,0.0
