term,log_odds,z,k_a,k_b
오후,1.7038226693070486,3.134988832293022,6.591673732008658,6.939253946041508
정신,1.6083113021046236,2.13464116322396,3.295836866004329,3.7612001156935624
운동,9.226243758954986,0.9223447365514248,16.479184330021646,0.0
소모,8.984033018254626,0.8980630193790128,13.183347464017316,0.0
조깅,8.254279731904475,0.8248035168477873,6.591673732008658,0.0
물놀이,8.254279731904475,0.8248035168477873,6.591673732008658,0.0
기력,8.254279731904475,0.8248035168477873,6.591673732008658,0.0
종일,8.254279731904475,0.8248035168477873,6.591673732008658,0.0
참가,8.254279731904475,0.8248035168477873,6.591673732008658,0.0
동생,8.254279731904475,0.8248035168477873,6.591673732008658,0.0
생활,8.254279731904475,0.8248035168477873,6.591673732008658,0.0
개인,8.254279731904475,0.8248035168477873,6.591673732008658,0.0
대회,8.254279731904475,0.8248035168477873,6.591673732008658,0.0
마라톤,8.254279731904475,0.8248035168477873,6.591673732008658,0.0
기전,8.254279731904475,0.8248035168477873,6.591673732008658,0.0
피곤,0.35906769401587324,0.8244432965813926,6.591673732008658,26.162919872293394
피곤하다,0.35906769401587324,0.8244432965813926,6.591673732008658,26.162919872293394
무난,7.544475089504088,0.7533090072385387,3.295836866004329,0.0
놀랏어,7.544475089504088,0.7533090072385387,3.295836866004329,0.0
아들,7.544475089504088,0.7533090072385387,3.295836866004329,0.0
운동가,7.544475089504088,0.7533090072385387,3.295836866004329,0.0
정신력,7.544475089504088,0.7533090072385387,3.295836866004329,0.0
놀라,7.544475089504088,0.7533090072385387,3.295836866004329,0.0
장거리,7.544475089504088,0.7533090072385387,3.295836866004329,0.0
장거리 달리기,7.544475089504088,0.7533090072385387,3.295836866004329,0.0
달리기,7.544475089504088,0.7533090072385387,3.295836866004329,0.0
매다,7.544475089504088,0.7533090072385387,3.295836866004329,0.0
용이,7.544475089504088,0.7533090072385387,3.295836866004329,0.0
대요,7.544475089504088,0.7533090072385387,3.295836866004329,0.0
편이,7.544475089504088,0.7533090072385387,3.295836866004329,0.0
