token1,token2,co_docs,PMI,NPMI,PHI,src_node_df,src_node_tf,src_node_cluster,src_node_centrality,src_node_svd_c1,src_node_rank,dst_node_df,dst_node_tf,dst_node_cluster,dst_node_centrality,dst_node_svd_c1,dst_node_rank
화이팅도시락,온더테이블,5,4.948759862742169,0.9363372779118774,0.8442931701903921,7,7,6,9.404316973415584,0.2171997708824417,-0.2906237027912695,5,5,6,8.710663330687165,0.18288247897011325,-0.43590184398916343
큐브닭가슴살요리,동물복지IFF큐브닭가슴살,5,4.948759862742169,0.9363372779118774,0.8442931701903921,7,7,3,14.456945724393572,0.7144118113105136,0.2900922926258206,5,5,3,14.63345165346789,0.6324527545633932,0.18365653130451004
큐브닭가슴살요리,하림,5,4.948759862742169,0.9363372779118774,0.8442931701903921,7,7,3,14.456945724393572,0.7144118113105136,0.2900922926258206,5,8,3,13.989223365084955,0.6013771774060483,0.16225993485270662
닭가슴살요리,동물복지IFF큐브닭가슴살,5,4.948759862742169,0.9363372779118774,0.8442931701903921,7,7,3,14.45694572439357,0.7144118113105136,0.2900922926258205,5,5,3,14.63345165346789,0.6324527545633932,0.18365653130451004
단백질식단,신혼,5,4.920588986548623,0.9310071664772842,0.8323139653414882,6,11,8,24.01867594722771,0.4625910363790372,0.8640637055986686,6,6,8,23.777360231386666,0.4590024207701009,0.7825600191922111
큐브닭가슴살,닭요리,5,4.920588986548623,0.9310071664772842,0.8323139653414882,6,11,3,14.612240696267518,0.7212570983596022,0.3265227600594875,6,6,3,14.112828877327424,0.612553526114295,0.17876733872437262
큐브닭가슴살,닭가슴살도시락,5,4.920588986548623,0.9310071664772842,0.8323139653414882,6,11,3,14.612240696267518,0.7212570983596022,0.3265227600594875,6,6,3,14.112828877327424,0.7299769545473334,0.2326616654153842
닭요리,닭가슴살도시락,5,4.920588986548623,0.9310071664772842,0.8323139653414882,6,6,3,14.112828877327424,0.612553526114295,0.17876733872437262,6,6,3,14.112828877327424,0.7299769545473334,0.2326616654153842
cooking,cook,8,4.474301900082327,0.9291982513985112,0.8417644550571177,10,10,9,12.677536788318996,0.20031505350272272,0.05169002387977453,9,9,9,13.099957147752342,0.26150098931262766,0.06867742909605914
회사도시락,도시락싸는아내,7,4.592084932663736,0.92792639661563,0.8353784428970757,10,10,6,7.328935601549678,0.173445003908667,-0.33380033291412364,7,7,6,4.040852041347716,0.13763485712604723,-0.7013366478843068
식단기록,식사기록,11,4.1686013271196956,0.9270202630856237,0.8466885919071687,14,14,5,19.260838587334355,0.4860336901636399,0.8043930249878081,12,12,5,20.255595548065635,0.4763973785102491,0.7882387401808284
재료는,반찬스타그램,11,4.162666591634192,0.9257004870697876,0.844100458063497,13,13,4,12.25911479713851,0.4626313066271431,0.2645937564515714,13,13,6,8.049346398590949,0.23659708175315372,-0.13285448428964736
