token,df,tf,cluster,cluster_centrality,svd_c1,rank_score
언제든,6,6,4,10.842682948870586,0.2356802521822695,-0.48886251016001175
주세요지니벤또,8,8,4,10.081623629923973,0.20831898347123326,-0.48932912100130505
집밥그램,12,12,4,8.074321194507187,0.23135427108709855,-0.4918696475867209
조합,8,8,4,8.83199812069654,0.4056838341951329,-0.49476150654374934
향이,6,6,0,9.129721612448007,0.49715311067991586,-0.5003440842298378
계란이,6,6,4,9.544040029642323,0.41138960445761624,-0.5075846743761766
건강도시락,5,5,4,11.012874765082918,0.2295167474737002,-0.5131481953264564
최고,5,6,6,9.778684519791035,0.40985216230585847,-0.5142703739031583
오늘의메뉴,6,6,4,10.320997984656252,0.25132981219855155,-0.5208203172327472
김치볶음밥,9,14,4,8.121514976160418,0.26597770834912804,-0.5220005566983508
많아서,10,10,6,7.442511049222061,0.41720378530829905,-0.5248151710669804
domukgirl,11,11,4,8.179421332270898,0.2122744122123221,-0.5267568919704406
클릭도시락,11,11,4,8.179421332270898,0.2122744122123221,-0.5267568919704406
금요일,9,11,6,8.548369112160046,0.2550054011207556,-0.5272383488616346
손이,5,5,4,9.812017998382677,0.39699452570359645,-0.5282368644452865
오이무침,5,5,4,10.91316267340182,0.20378544059309575,-0.5320329665730359
빵,5,5,2,8.41968064959631,0.5775104876139774,-0.5518107854120966
구워서,7,7,0,8.180690698889892,0.4617933440891851,-0.5526326205561954
자취일기,6,6,4,9.771080066601389,0.2692313360581089,-0.5538826475581388
처음,8,8,0,7.818921398621591,0.44227034518574043,-0.5540651906673777
사랑,6,6,4,9.981184588670798,0.23163775453385058,-0.554930894219936
저녁에,9,9,4,7.831657522689056,0.3538699816841941,-0.5581971044998638
화이팅도시락,7,7,4,9.638669075484927,0.20149092188963508,-0.5596528430200716
아침부터,6,6,4,9.60030090931885,0.2722016665835898,-0.5653019652947877
도시락과,8,8,4,9.047617670873947,0.2026615361720403,-0.5689854243253668
현미밥,6,6,4,9.771328888563932,0.23288591597889818,-0.5700314974740305
사진,8,8,4,8.65143334809325,0.26350940212116825,-0.5714751219760519
메뉴가,6,6,6,8.72215442846435,0.3926435197884146,-0.5772383843332306
상추,6,12,4,8.175755340332726,0.3193350501664215,-0.5862077939781039
아빠,8,9,4,8.26764816497575,0.26040879389058463,-0.5907519562359416
instafood,11,11,4,7.965815143863412,0.07522868693639655,-0.6036541032567775
굴소스,7,7,6,8.14834837265333,0.33656081714560476,-0.610752217833097
신나게,9,9,4,8.166088263030353,0.16736688916842937,-0.6162091936944898
메뉴를,6,8,6,8.6989627781242,0.25170802202320164,-0.6201927344584207
콩나물,5,5,4,9.5070730132089,0.23563602626778607,-0.6227631746863861
식사,5,6,2,8.932237062424113,0.3052787424650203,-0.6239347556115614
초등도시락,7,7,4,9.093896628389707,0.14326748359422295,-0.6261937214596619
사는,5,5,2,8.821938100964843,0.3348487800197266,-0.6297436639345042
with,9,10,4,7.908741872974448,0.13141829818384862,-0.6406650016797688
점심시간,7,7,4,8.775477636647075,0.14354326584065805,-0.6498259883662287
부랴부랴,5,5,6,8.980600121213843,0.26067564689805744,-0.6509012249511088
반찬을,7,8,4,7.762636318594241,0.2815868246841985,-0.6532474675667186
볶아서,7,7,4,8.15799254421508,0.2285921260744442,-0.6580600907424532
방울토마토,6,6,4,8.792374237706516,0.19139869213244315,-0.6615188608494867
맛나게,7,7,4,8.28590455671438,0.19681085718845917,-0.6626546554075451
케이터링,6,7,4,9.093317688445861,0.09773670486087033,-0.6699971530259263
브로콜리,6,6,4,8.242586371392289,0.25325570584941065,-0.6750189141156822
엄마표도시락,7,7,4,8.513447859154578,0.1219653442748447,-0.6789725737089491
계란을,5,5,4,7.230882041726015,0.4898985256476603,-0.6794706058431247
훨씬,6,6,6,5.817328529072659,0.6362075801233287,-0.6856026803261064
최애,8,8,2,6.694634539118904,0.32286099960917447,-0.6910565800236756
반사,5,5,4,9.182250125845474,0.1259932671122543,-0.6957678903976129
감기,9,9,4,6.913652553951676,0.19131031489692243,-0.6989937055365407
쌈밥,6,7,4,7.829897897743111,0.24306059712744263,-0.6996078373551828
characterfood,16,16,4,4.773295865330472,0.0013771026731438276,-0.7034721915525306
먹방,9,9,4,7.139457192470037,0.13801416335476546,-0.7058556020199951
스트레스,6,6,4,7.9059256109623615,0.23521690144175172,-0.7081588845582432
22일,5,6,4,8.51396536751928,0.17880117650081678,-0.711399583521815
단체도시락,8,8,4,7.476533708511615,0.1436626433453346,-0.7124369385281455
마음,6,6,2,7.190753692495013,0.3368137887408696,-0.7163196917720498
닭갈비,5,5,4,8.626711330040246,0.1702336796052985,-0.7175333133175559
oben365,23,23,4,1.2895162113296252,0.0011673186055366604,-0.723779722830662
Todays,7,7,4,8.06240687598475,0.09568056543369786,-0.7243136562952888
연휴,10,11,1,5.428077308404342,0.2820778677889801,-0.724471302719688
간단도시락,9,9,4,6.1160197563072405,0.2600609731326891,-0.7279172028219065
새벽,6,6,4,8.266192985431388,0.12023829935212697,-0.7324274870357191
부추,5,6,4,8.261908604155234,0.1709268364729229,-0.7337064355315067
자취생도시락,7,7,4,7.311188468281934,0.18754715887598375,-0.7394919261999522
아이도시락,6,6,4,7.833190447249752,0.14420596790264126,-0.7540692218837759
김밥을,6,6,4,7.439521375203258,0.20603670591862944,-0.7559340671123418
9월,5,5,6,7.232220757279704,0.31291081701499984,-0.7580995896445463
유치원도시락,9,9,4,6.849569047979866,0.05624049434200452,-0.7638571737899298
팝콘치킨,5,7,6,6.888225799768079,0.29205360238845823,-0.7715727339192194
저녁은,8,9,4,5.830698016102863,0.2593763171618125,-0.7730144869491548
출근,5,5,4,7.845401202859291,0.17363057701829804,-0.7743101907724811
냉동실에,6,6,6,6.54673676978003,0.309969049638226,-0.7763064013218428
김밥에,6,7,4,6.9819282275738495,0.21175078435649497,-0.7767961729125898
매장,5,7,4,7.5157478917476155,0.16760011473785694,-0.7801180732516403
쑤도시락,7,7,4,6.666358390820377,0.18698567246929998,-0.7878478071890718
나도,5,5,2,7.325563817411795,0.22211213069380972,-0.7915256164326119
치킨마요,5,7,6,6.571194311413981,0.2755844145275673,-0.802550098756863
21일,5,6,6,6.735632247977959,0.27147112723605077,-0.8028461122574301
밥상,6,6,4,7.226071564669272,0.12456895297283915,-0.8080970469877761
맘에,6,6,4,7.029724090767854,0.15388494697121538,-0.8097045780968879
instafoodobentagram,14,14,4,4.085791854577822,0.0,-0.8238560275877511
lunchfoodstagram,14,14,4,4.085791854577822,0.0,-0.8238560275877511
foodfoodphotography,14,14,4,4.085791854577822,0.0,-0.8238560275877511
매콤하게,5,5,4,6.969779171948214,0.14737901546975055,-0.8513114242111149
유치원,7,7,4,6.326214947732161,0.09507364987029124,-0.854108374195317
홈메이드,6,6,4,6.584239780456629,0.11561208552575751,-0.8599637364801156
현장학습,6,6,4,6.670705135102398,0.09147302182250926,-0.864250880274468
시금치무침,5,5,4,6.603368140691486,0.16629332988628417,-0.8702331142393225
매운,5,6,4,6.121755256463859,0.2137334005139084,-0.8743263244001246
mealprep,5,5,4,6.793444511496553,0.1201830719434322,-0.8765639616154491
메추리알,5,6,4,6.4094984381047855,0.15152338989550537,-0.8805325557174626
아침밥,5,5,4,6.657945597903209,0.12511773425819397,-0.8844774878714805
도시락싸는아내,7,7,4,5.448790853999377,0.16545827378931705,-0.8882576925056872
디자인,5,8,4,5.491435633514133,0.22109811988285116,-0.8966062155555656
볶음,6,7,4,5.451614953985265,0.1940864071248956,-0.8988193848168101
반찬이,7,9,1,5.250913396280151,0.12634397039341122,-0.8989513052618799
포도,5,6,4,6.4569740556106145,0.10025058589239197,-0.8997982540682073
계란후라이,6,6,4,5.8585843149566035,0.14377151217561127,-0.9015735876243018
부터,6,6,4,5.736941121157715,0.13733300705945364,-0.9135125270206242
tsuyakomama,5,9,4,6.262754066515939,0.0055860305549444746,-0.924195403043475
wpdelijapan,10,10,4,4.481474690184189,0.002621849648219617,-0.930133825251294
instagood,7,7,4,5.530127080793612,0.006292351182383549,-0.9529910335228159
mamagirl,7,7,4,5.530127080793612,0.006292351182383549,-0.9529910335228159
onigiriaction,6,6,4,5.915939136533102,0.004671034809536084,-0.959170362667446
있던,6,6,4,4.5615629919922736,0.20302674143097582,-0.9719766777393343
할로윈도시락,6,6,4,5.385889058000983,0.04659345347872911,-0.9800653619109033
아니고,5,5,4,5.337276879376586,0.12283270055097878,-0.9840194906148897
추가,5,6,4,4.725406991990348,0.19016116977767608,-0.9889833449985005
도시락도시락,8,8,4,4.097295119770712,0.07434185031697961,-0.9953732724279875
깍두기,6,6,4,4.800944063730729,0.1016889788732403,-0.999195925119414
할로윈,6,12,4,4.03675641298421,0.07240725020549262,-1.0048286979112677
점심밥,5,5,4,5.274379456737056,0.08215639074898258,-1.0068057212865074
싸도,5,5,4,4.779570154961247,0.15384422372898185,-1.0118312100167925
peanuts,8,8,4,4.207731720562343,0.0013774879903064928,-1.0195908903305524
snoopy,8,8,4,4.207731720562343,0.0013774879903064928,-1.0195908903305524
happykbaglecafe,8,8,4,4.1857409556683915,0.0013815257179834737,-1.021229666452159
아기도시락,8,8,4,3.3736488714382378,0.08317578828935836,-1.0454297234474992
단체급식,5,6,4,4.547778990872701,0.06895971861702253,-1.0561485275389668
japanesebento,5,5,4,4.760476456783219,0.007673275029701651,-1.0782763915374165
현장체험학습,6,6,4,3.8266309019153493,0.07433065818390203,-1.084052107352719
감사합니다,5,5,4,3.155575626544322,0.07958357970379705,-1.1660188337670432
체험학습,7,7,4,2.203475028306718,0.02754531456625148,-1.1917146417847362
tomochu15,5,8,4,2.6532187110292558,0.0012483356131894922,-1.2061401408979213
schoollunch,6,6,4,1.8157143440100312,0.021580261770702748,-1.257536858276389
