node,node_df,node_tf,node_cluster,node_centrality,node_svd_c1,node_rank
현미밥,6,6,6,10.221170800433708,0.25499103415603225,-0.256855273943597
23일,10,10,8,7.493620866626172,0.3142780261692106,-0.2576719526407095
22일,5,6,8,10.473340924044674,0.2753306379643016,-0.2578890592925866
굽고,6,6,8,9.560223913527972,0.3464322913841263,-0.2609986026125925
재료로,9,9,2,7.123184872141172,0.4491740102977953,-0.2621690170119661
청양고추,9,9,2,5.983445638264436,0.6197889012893564,-0.26337775891048343
행복한,15,16,0,4.0884093886122255,0.3486308122168607,-0.2640407969150864
나들이,9,12,2,6.5879533831538675,0.4355824714059411,-0.2679364734532384
애호박,7,9,6,8.693972054582101,0.3191923040787848,-0.2681623780929433
instafood,11,11,6,8.304005449488516,0.06982173648537852,-0.27276619993180967
직접,5,5,6,10.405295404248864,0.27754518605312484,-0.2742241235438441
월요일,14,15,2,3.4376597361608825,0.5084265807576092,-0.2766662413983492
아들,10,11,6,8.093109699711514,0.1524474576884142,-0.27751913890865
마침,5,5,8,10.475910703498876,0.2543502576130028,-0.2799433559302618
금요일,9,11,5,7.958862200860484,0.2256488343973168,-0.28125006420859316
건강한,9,11,2,6.3914759876724725,0.46006211851903345,-0.28301278200369046
도시락과,8,8,8,8.822048886123179,0.23267322949159716,-0.2835785734578771
들기름,8,8,6,8.634732926125864,0.25055598657123557,-0.288439385882752
화이팅도시락,7,7,6,9.404316973415584,0.2171997708824417,-0.2906237027912695
깻잎,6,7,6,9.318213744184652,0.28006754803349976,-0.29573858610691417
참치,7,9,6,8.797606251283035,0.24143152577394586,-0.29662228819691777
후딱,9,9,0,7.210656177621682,0.35224173473052617,-0.300555792138585
마요네즈,8,9,6,7.804429320871117,0.3227289902555786,-0.3006377850074171
만들면,5,5,8,9.507603455106311,0.35600662691644075,-0.3008419274273782
오도완,8,8,1,8.674596031406379,0.21367720014999167,-0.30258465522047306
oben365,23,23,6,1.285953304987451,0.0005632858286787678,-0.3073867977255045
수도,5,5,5,8.929503555054218,0.4222194815285309,-0.31078442835864795
맛도,9,9,6,7.687576295812143,0.2551543997175779,-0.31184292642894407
밥을,9,9,6,7.520701962113387,0.2770576175141531,-0.31343229305943326
배달,8,8,6,7.714971661215145,0.3353114969620573,-0.31370809163854224
구워서,7,7,8,7.395471576136039,0.46939284293647277,-0.31502539083041137
domukgirl,11,11,6,6.724415304122401,0.21310567689591697,-0.3172063732730134
클릭도시락,11,11,6,6.724415304122401,0.21310567689591697,-0.3172063732730134
사과,9,9,6,8.109186810811952,0.16088813842273153,-0.3256940646940716
메추리알,5,6,8,9.633615631568484,0.24281660133945532,-0.33139756694768324
한번,13,13,2,4.511881216533299,0.33779841089589174,-0.3332052317697587
회사도시락,10,10,6,7.328935601549678,0.173445003908667,-0.33380033291412364
모두들,9,9,6,7.138353538963913,0.28941293455023037,-0.3344369548438292
적당히,5,5,6,9.216191331893612,0.3215497467358514,-0.3369877969200451
몸이,7,7,6,8.609741636650167,0.23651254184492707,-0.33719504929057115
메뉴가,6,6,5,8.505648102580558,0.339632227384519,-0.33769460963292947
21일,5,6,8,8.733204410501505,0.36030515103177774,-0.3402926503043511
보온,5,6,6,9.366238229799421,0.2579502896099346,-0.34310580520594297
characterfood,16,16,6,4.771231166056057,3.4617966292782854e-05,-0.34843642351962556
쌀,8,8,2,5.197503531582148,0.6416851005803882,-0.3487275692866909
상추,6,12,6,7.502951248109347,0.2957907791332767,-0.35214742271614624
최고,5,6,5,8.736263387387606,0.3287766772086266,-0.3545499903517533
언제,8,8,6,7.519659450277219,0.2561275464253499,-0.36367789784509985
가성비,5,5,6,8.964288981998983,0.30153549680985287,-0.363748379500263
김치찌개,5,5,6,9.5045856787506,0.2059773332910792,-0.36991204796237254
신선한,6,7,2,7.010913234084838,0.46645107176227396,-0.37116758077888473
굴소스,7,7,5,7.5532392685097935,0.30704131119712635,-0.37853352597496914
주세요지니벤또,8,8,6,7.652305777521388,0.19872668163923657,-0.38076903320534655
엄마의,6,7,6,8.687879220146554,0.18667539896627586,-0.3825799403625101
전날,6,7,6,8.526335070249191,0.2065066809289174,-0.3847483993654473
신나게,9,9,6,7.325001359775603,0.13536074475736398,-0.39212101613322814
식사,5,6,7,8.760666375440797,0.24311547040413312,-0.3921637444348661
간단한,5,5,5,8.397975270291496,0.3215293546448093,-0.3940819174598284
기분,10,10,2,5.149722529016642,0.36426070932914895,-0.3982587501775792
밥이랑,5,5,6,8.399812226343798,0.30159587934746407,-0.4031027092289742
이것저것,6,6,5,7.665139993150216,0.32112974311325954,-0.4048267910091511
잡곡밥,6,6,6,8.193944161745987,0.236714002828487,-0.4066781775985032
사는,5,5,7,8.650936805270746,0.2549185848071333,-0.4070060893879275
계란을,5,5,6,7.360463411792007,0.4501283176586548,-0.4074427547852396
김치볶음밥,9,14,6,5.508423331358624,0.24044319400525047,-0.40760805632544667
케이터링,6,7,6,8.931703585882843,0.08924960231992714,-0.4102848912671017
1개,5,5,6,8.07780723492326,0.3347085045229732,-0.41037030072808606
맛을,7,7,2,5.379161230104863,0.5666197971602063,-0.4110733418568992
별로,5,5,2,6.88359314528667,0.514354823885945,-0.4112344157961995
연휴,10,11,9,5.420910474528208,0.25781279747384345,-0.4155914055395825
자취일기,6,6,1,8.299956800848426,0.2005517841891013,-0.41587948354207993
쓰고,6,6,5,7.313396606733549,0.3465991077743076,-0.4176772108765483
부랴부랴,5,5,5,8.707913361089814,0.22292752854883607,-0.4177140565939097
메뉴를,6,8,5,7.753582483731067,0.22027892858022682,-0.41973605834752586
언제든,6,6,6,8.165162980490472,0.18238065580939172,-0.4336237698280394
온더테이블,5,5,6,8.710663330687165,0.18288247897011325,-0.43590184398916343
맛은,7,8,2,5.748532919197565,0.4266467923644958,-0.43694313169060867
앞으로,5,5,6,8.345920807933549,0.23430238260124722,-0.4377485506375126
with,9,10,6,6.527674795330917,0.12869877272682995,-0.4382019163539444
냉동실에,6,6,7,7.278311760745475,0.3070576781518946,-0.43827348427263296
반사,5,5,6,8.963554591481302,0.131180117616093,-0.44198834357779965
마음,6,6,7,7.1564436167182235,0.31341620394780606,-0.44385750151967784
하니,5,5,7,8.153734131897751,0.24497458365154876,-0.4462586393243531
디자인,5,8,6,8.055211818189969,0.16719722569700157,-0.4510176930452115
치킨마요,5,7,6,7.6799121371940995,0.249973897739045,-0.45181312577717314
전용,7,9,6,6.045493094107472,0.30652766684134747,-0.4587524617240814
먹방,9,9,6,6.226692954354156,0.14978056898789235,-0.4621287484100612
kfood,5,5,6,8.192318099407402,0.19789732615946057,-0.4651739860301388
오이무침,5,5,6,8.20523513295658,0.19553905813797126,-0.46535518314248525
