term_i,term_j,co_count,pmi,npmi,cosine
아연,부드럽,1,3.405628,0.350211,0.787726
치아,대다,1,3.405628,0.350211,0.282843
치아,다르,1,3.405628,0.350211,0.0
아연,부드럽다,1,3.405628,0.350211,0.65372
센스,일단,1,3.99059,0.410364,0.5
나이,주변,1,3.99059,0.410364,0.426401
입안,부드럽다,1,3.405628,0.350211,0.0
나이,지키,1,3.405628,0.350211,0.142134
나이,구비,1,2.99059,0.307531,0.216295
다르,취향,1,3.820665,0.39289,0.40452
다르다,취향,1,3.820665,0.39289,0.452267
다르다,다르,1,3.820665,0.39289,0.67082
알다,발견,1,4.405628,0.453043,0.478091
알다,검색,1,4.405628,0.453043,0.597614
기한,수고,1,4.405628,0.453043,0.223607
기한,주시,1,4.405628,0.453043,0.188982
기한,검색,1,4.405628,0.453043,0.094491
기한,알다,1,3.820665,0.39289,0.158114
안되다,용법,1,4.405628,0.453043,0.481125
참고,정해진,1,4.405628,0.453043,0.360041
참고,야하다,1,4.405628,0.453043,0.712697
안되다,알다,1,3.820665,0.39289,0.0
안되다,샛별,1,4.405628,0.453043,0.374634
안되다,제이니,1,4.405628,0.453043,0.693103
안되다,정해진,1,4.405628,0.453043,0.673575
지키,귀엽,1,4.405628,0.453043,0.213201
지키,참고,1,3.820665,0.39289,0.460566
지키다,야하다,1,4.405628,0.453043,0.452911
지키다,용법,1,4.405628,0.453043,0.522976
지키,국내,1,4.405628,0.453043,0.284268
지키,용법,1,4.405628,0.453043,0.497468
지키,정해진,1,4.405628,0.453043,0.355335
지키,제이니,1,4.405628,0.453043,0.292509
지키다,정해진,1,4.405628,0.453043,0.392232
지키다,제이니,1,4.405628,0.453043,0.269069
지키다,귀엽,1,4.405628,0.453043,0.392232
지키다,귀엽다,1,4.405628,0.453043,0.27735
감귤,의사,1,3.405628,0.350211,0.685994
센스,보이다,1,3.99059,0.410364,0.472456
샛별,정해진,1,4.99059,0.513197,0.378517
부드럽다,보이다,1,4.405628,0.453043,0.377964
일단,보이다,1,4.99059,0.513197,0.377964
수고,이렇,1,4.99059,0.513197,0.447214
주시,이렇,1,4.99059,0.513197,0.377964
용법,야하다,1,4.99059,0.513197,0.57735
야하다,국내,1,4.99059,0.513197,0.3849
정해진,야하다,1,4.99059,0.513197,0.3849
부드럽,보이,1,3.820665,0.39289,0.282843
취향,보이,1,3.820665,0.39289,0.1557
귀엽다,벡쉔,1,4.99059,0.513197,0.645497
귀엽다,로트,1,4.99059,0.513197,0.645497
고급,보이다,1,4.405628,0.453043,0.202031
보이,고급,1,3.820665,0.39289,0.276026
벡쉔,귀엽,1,4.99059,0.513197,0.456435
로트,귀엽,1,4.99059,0.513197,0.456435
샛별,제이니,1,4.99059,0.513197,0.500773
성장기,유산균,1,4.99059,0.513197,0.501745
저하,과일,1,4.99059,0.513197,0.365148
저하,주변,1,4.99059,0.513197,0.284268
드니,병원,1,4.99059,0.513197,0.486864
드니,주변,1,4.99059,0.513197,0.467099
살다,메이드,1,4.99059,0.513197,0.174078
성장기,이면,1,4.99059,0.513197,0.603023
성장기,비교,1,4.99059,0.513197,0.644658
장기간,줄어들,1,4.99059,0.513197,0.356348
확률,줄어들,1,4.99059,0.513197,0.693688
확률,줄어들다,1,4.99059,0.513197,0.520266
과일,확률,1,4.99059,0.513197,0.473879
줄어들다,증진,1,4.99059,0.513197,0.661438
증진,줄어들,1,4.99059,0.513197,0.661438
줄어들다,여행가,1,4.99059,0.513197,0.524142
여행가,줄어들,1,4.99059,0.513197,0.524142
여행가,레몬,1,4.99059,0.513197,0.083624
