term,freq
유산균,6
공복,4
덴프스,3
아침,3
화장실,3
덴마크,2
기존,2
허브,2
냉장,2
도전,2
찾아보다,1
이야기,1
간단하다,1
바쁘다,1
시큼하다,1
거슬리다,1
은근,1
상큼,1
며칠,1
한결,1
속이다,1
가볍다,1
정리,1
들어서다,1
원료,1
만들다,1
신뢰,1
장점,1
진심,1
워낙,1
유명하다,1
튼튼하다,1
지다,1
장이,1
사먹다,1
알도,1
작고,1
바꾸다,1
가요,1
바꾸,1
다니다,1
기도,1
다르다,1
새롭다,1
