상품명,1회 가격,평점,리뷰 수,__src__,rating_norm,review_weight,가중 점수
대전/세종/계룡 샐러드정기배송 2주 패키지 월 수 금(12팩) 다이어트 식단 새벽 도시락,9100.0,5.0,17.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.005666666666666667,0.005666666666666667
포켓샐러드 골라담는 4주 정기배송 주6팩씩 도시락 식단 구독 배달 다이어트식단,5682.5,4.79,66.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.958,0.022,0.021075999999999998
포켓샐러드 골라담는 1주 정기배송 주10팩 맛보기 도시락 배달 포케 구독 다이어트식단,5450.0,4.98,40.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.9960000000000001,0.013333333333333334,0.013280000000000002
포켓샐러드 4주 정기배송 주6팩씩 배달 도시락 구독 다이어트 그린 샐러드 식단 외 11가지,5683.333333,4.94,17.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.9880000000000001,0.005666666666666667,0.005598666666666668
포켓샐러드 골라담는 8주 정기배송 주5팩씩 도시락 다이어트식단 배달 그린샐러드 외 24종,5800.0,5.0,1.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0003333333333333333,0.0003333333333333333
포켓샐러드 골라담는 4주 정기배송 주4팩씩 도시락 배달 포케 구독 다이어트식단 점심샐러드,5975.0,4.9,40.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.9800000000000001,0.013333333333333334,0.01306666666666667
샐러드 정기배송 [패키지] 도시락 구독 배달 저속노화 새벽 샐러데이블 월정기권 16팩 (월2팩+목2팩) X 3인,10195.83333,5.0,1.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0003333333333333333,0.0003333333333333333
포켓샐러드 골라담는 6주 정기배송 주3팩씩 도시락 다이어트식단 그린샐러드 외 19종,6266.666667,5.0,3.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.001,0.001
포켓샐러드 4주 정기배송 주3팩씩 배달 도시락 구독 다이어트 그린 샐러드 식단 외 9가지,6266.666667,4.74,35.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.9480000000000001,0.011666666666666667,0.011060000000000002
부산샐러드 새벽 정기배송 구독 5회권 단체도시락 행사,8500.0,5.0,6.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.002,0.002
포켓샐러드 골라담는 1주 정기배송 주5팩 맛보기 도시락 배달 포케 구독 다이어트식단,5800.0,5.0,8.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0026666666666666666,0.0026666666666666666
포켓샐러드 골라담는 8주 정기배송 주4팩씩 배달 도시락 다이어트식단 그린샐러드 외 19종,5975.0,5.0,5.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0016666666666666668,0.0016666666666666668
포켓샐러드 4주 정기배송 주4팩씩 배달 도시락 구독 다이어트 그린 샐러드 식단 외 11가지,5975.0,5.0,5.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0016666666666666668,0.0016666666666666668
포켓샐러드 골라담는 6주 정기배송 주6팩씩 도시락 배달 다이어트식단 그린샐러드 외 24종,5683.333333,5.0,2.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0006666666666666666,0.0006666666666666666
포켓샐러드 2주 정기배송 주4팩씩 배달 도시락 구독 다이어트 그린 샐러드 식단 외 11가지,5975.0,5.0,4.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0013333333333333333,0.0013333333333333333
[저스트그린] 정기배송 프리미엄 토핑 샐러드 7종 1주 체험 식단 / 야채 식단 도시락 당일 신선 간편 데일리 구독 7팩 일주일식단,6942.857143,5.0,10.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0033333333333333335,0.0033333333333333335
포켓샐러드 골라담는 8주 정기배송 주3팩씩 도시락 배달 다이어트식단 그린샐러드 외 19종,6266.25,4.75,8.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.95,0.0026666666666666666,0.002533333333333333
밀투고 샌드위치 정기배송 식단 배송 직작인 도시락 구독 배달 2주 [주 3개],7800.0,5.0,2.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0006666666666666666,0.0006666666666666666
포켓샐러드 골라담는 4주 정기배송 주10팩씩 도시락 배달 포케 구독 다이어트식단 점심샐러드,5450.0,4.94,36.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,0.9880000000000001,0.012,0.011856000000000002
포켓샐러드 8주 정기배송 주6팩씩 배달 도시락 구독 다이어트 그린 샐러드 식단 외 11가지,5683.333333,5.0,4.0,도시락_정기구독_상품_정리_from_txt_enriched.csv,1.0,0.0013333333333333333,0.0013333333333333333
